908070604      HIGH CARD      9h 4s 6s 7s 8s 0.0168
1005040302     HIGH CARD      Th 2s 3s 4s 5s 0.0186
1006040302     HIGH CARD      Th 2s 3s 4s 6s 0.0171
1006050302     HIGH CARD      Th 2s 3s 5s 6s 0.0176
1006050402     HIGH CARD      Th 2s 4s 5s 6s 0.0195
1006050403     HIGH CARD      Th 3s 4s 5s 6s 0.0153
1007040302     HIGH CARD      Th 2s 3s 4s 7s 0.0177
1007050302     HIGH CARD      Th 2s 3s 5s 7s 0.0181
1007050402     HIGH CARD      Th 2s 4s 5s 7s 0.0166
1007050403     HIGH CARD      Th 3s 4s 5s 7s 0.0187
1007060302     HIGH CARD      Th 2s 3s 6s 7s 0.0199
1007060402     HIGH CARD      Th 2s 4s 6s 7s 0.0173
1007060403     HIGH CARD      Th 3s 4s 6s 7s 0.0195
1007060502     HIGH CARD      Th 2s 5s 6s 7s 0.023
1007060503     HIGH CARD      Th 3s 5s 6s 7s 0.0212
1007060504     HIGH CARD      Th 4s 5s 6s 7s 0.021
1008040302     HIGH CARD      Th 2s 3s 4s 8s 0.0232
1008050302     HIGH CARD      Th 2s 3s 5s 8s 0.0217
1008050402     HIGH CARD      Th 2s 4s 5s 8s 0.0252
1008050403     HIGH CARD      Th 3s 4s 5s 8s 0.0226
1008060302     HIGH CARD      Th 2s 3s 6s 8s 0.02
1008060402     HIGH CARD      Th 2s 4s 6s 8s 0.0208
1008060403     HIGH CARD      Th 3s 4s 6s 8s 0.0219
1008060502     HIGH CARD      Th 2s 5s 6s 8s 0.0225
1008060503     HIGH CARD      Th 3s 5s 6s 8s 0.0236
1008060504     HIGH CARD      Th 4s 5s 6s 8s 0.0246
1008070302     HIGH CARD      Th 2s 3s 7s 8s 0.023
1008070402     HIGH CARD      Th 2s 4s 7s 8s 0.024
1008070403     HIGH CARD      Th 3s 4s 7s 8s 0.025
1008070502     HIGH CARD      Th 2s 5s 7s 8s 0.0263
1008070503     HIGH CARD      Th 3s 5s 7s 8s 0.0261
1008070504     HIGH CARD      Th 4s 5s 7s 8s 0.0248
1008070602     HIGH CARD      Th 2s 6s 7s 8s 0.0268
1008070603     HIGH CARD      Th 3s 6s 7s 8s 0.0234
1008070604     HIGH CARD      Th 4s 6s 7s 8s 0.0246
1008070605     HIGH CARD      Th 5s 6s 7s 8s 0.0262
1009040302     HIGH CARD      Th 2s 3s 4s 9s 0.0295
1009050302     HIGH CARD      Th 2s 3s 5s 9s 0.0272
1009050402     HIGH CARD      Th 2s 4s 5s 9s 0.0279
1009050403     HIGH CARD      Th 3s 4s 5s 9s 0.0282
1009060302     HIGH CARD      Th 2s 3s 6s 9s 0.029
1009060402     HIGH CARD      Th 2s 4s 6s 9s 0.029
1009060403     HIGH CARD      Th 3s 4s 6s 9s 0.0307
1009060502     HIGH CARD      Th 2s 5s 6s 9s 0.028
1009060503     HIGH CARD      Th 3s 5s 6s 9s 0.0281
1009060504     HIGH CARD      Th 4s 5s 6s 9s 0.0315
1009070302     HIGH CARD      Th 2s 3s 7s 9s 0.0286
1009070402     HIGH CARD      Th 2s 4s 7s 9s 0.034
1009070403     HIGH CARD      Th 3s 4s 7s 9s 0.0333
1009070502     HIGH CARD      Th 2s 5s 7s 9s 0.0282
1009070503     HIGH CARD      Th 3s 5s 7s 9s 0.0299
1009070504     HIGH CARD      Th 4s 5s 7s 9s 0.0318
1009070602     HIGH CARD      Th 2s 6s 7s 9s 0.0325
1009070603     HIGH CARD      Th 3s 6s 7s 9s 0.0328
1009070604     HIGH CARD      Th 4s 6s 7s 9s 0.0345
1009070605     HIGH CARD      Th 5s 6s 7s 9s 0.0308
1009080302     HIGH CARD      Th 2s 3s 8s 9s 0.0309
1009080402     HIGH CARD      Th 2s 4s 8s 9s 0.0321
1009080403     HIGH CARD      Th 3s 4s 8s 9s 0.0339
1009080502     HIGH CARD      Th 2s 5s 8s 9s 0.0331
1009080503     HIGH CARD      Th 3s 5s 8s 9s 0.0375
1009080504     HIGH CARD      Th 4s 5s 8s 9s 0.036
1009080602     HIGH CARD      Th 2s 6s 8s 9s 0.0386
1009080603     HIGH CARD      Th 3s 6s 8s 9s 0.0356
1009080604     HIGH CARD      Th 4s 6s 8s 9s 0.0371
1009080605     HIGH CARD      Th 5s 6s 8s 9s 0.0356
1009080702     HIGH CARD      Th 2s 7s 8s 9s 0.0376
1009080703     HIGH CARD      Th 3s 7s 8s 9s 0.0379
1009080704     HIGH CARD      Th 4s 7s 8s 9s 0.0376
1009080705     HIGH CARD      Th 5s 7s 8s 9s 0.0366
1105040302     HIGH CARD      Jh 2s 3s 4s 5s 0.0441
1106040302     HIGH CARD      Jh 2s 3s 4s 6s 0.0415
1106050302     HIGH CARD      Jh 2s 3s 5s 6s 0.0433
1106050402     HIGH CARD      Jh 2s 4s 5s 6s 0.0451
1106050403     HIGH CARD      Jh 3s 4s 5s 6s 0.0442
1107040302     HIGH CARD      Jh 2s 3s 4s 7s 0.0476
1107050302     HIGH CARD      Jh 2s 3s 5s 7s 0.0479
1107050402     HIGH CARD      Jh 2s 4s 5s 7s 0.0453
1107050403     HIGH CARD      Jh 3s 4s 5s 7s 0.0443
1107060302     HIGH CARD      Jh 2s 3s 6s 7s 0.0478
1107060402     HIGH CARD      Jh 2s 4s 6s 7s 0.0478
1107060403     HIGH CARD      Jh 3s 4s 6s 7s 0.0436
1107060502     HIGH CARD      Jh 2s 5s 6s 7s 0.0504
1107060503     HIGH CARD      Jh 3s 5s 6s 7s 0.0482
1107060504     HIGH CARD      Jh 4s 5s 6s 7s 0.0495
1108040302     HIGH CARD      Jh 2s 3s 4s 8s 0.0478
1108050302     HIGH CARD      Jh 2s 3s 5s 8s 0.0497
1108050402     HIGH CARD      Jh 2s 4s 5s 8s 0.0459
1108050403     HIGH CARD      Jh 3s 4s 5s 8s 0.0481
1108060302     HIGH CARD      Jh 2s 3s 6s 8s 0.0442
1108060402     HIGH CARD      Jh 2s 4s 6s 8s 0.0501
1108060403     HIGH CARD      Jh 3s 4s 6s 8s 0.0491
1108060502     HIGH CARD      Jh 2s 5s 6s 8s 0.0512
1108060503     HIGH CARD      Jh 3s 5s 6s 8s 0.0482
1108060504     HIGH CARD      Jh 4s 5s 6s 8s 0.0506
1108070302     HIGH CARD      Jh 2s 3s 7s 8s 0.0563
1108070402     HIGH CARD      Jh 2s 4s 7s 8s 0.0544
1108070403     HIGH CARD      Jh 3s 4s 7s 8s 0.0508
1108070502     HIGH CARD      Jh 2s 5s 7s 8s 0.0495
1108070503     HIGH CARD      Jh 3s 5s 7s 8s 0.0489
1108070504     HIGH CARD      Jh 4s 5s 7s 8s 0.0511
1108070602     HIGH CARD      Jh 2s 6s 7s 8s 0.0484
1108070603     HIGH CARD      Jh 3s 6s 7s 8s 0.0555
1108070604     HIGH CARD      Jh 4s 6s 7s 8s 0.0546
1108070605     HIGH CARD      Jh 5s 6s 7s 8s 0.0593
1109040302     HIGH CARD      Jh 2s 3s 4s 9s 0.0537
1109050302     HIGH CARD      Jh 2s 3s 5s 9s 0.057
1109050402     HIGH CARD      Jh 2s 4s 5s 9s 0.0544
1109050403     HIGH CARD      Jh 3s 4s 5s 9s 0.0525
1109060302     HIGH CARD      Jh 2s 3s 6s 9s 0.0555
1109060402     HIGH CARD      Jh 2s 4s 6s 9s 0.0547
1109060403     HIGH CARD      Jh 3s 4s 6s 9s 0.0541
1109060502     HIGH CARD      Jh 2s 5s 6s 9s 0.0571
1109060503     HIGH CARD      Jh 3s 5s 6s 9s 0.0548
1109060504     HIGH CARD      Jh 4s 5s 6s 9s 0.0558
1109070302     HIGH CARD      Jh 2s 3s 7s 9s 0.0555
1109070402     HIGH CARD      Jh 2s 4s 7s 9s 0.0565
1109070403     HIGH CARD      Jh 3s 4s 7s 9s 0.0575
1109070502     HIGH CARD      Jh 2s 5s 7s 9s 0.0578
1109070503     HIGH CARD      Jh 3s 5s 7s 9s 0.0574
1109070504     HIGH CARD      Jh 4s 5s 7s 9s 0.0584
1109070602     HIGH CARD      Jh 2s 6s 7s 9s 0.0567
1109070603     HIGH CARD      Jh 3s 6s 7s 9s 0.0548
1109070604     HIGH CARD      Jh 4s 6s 7s 9s 0.0598
1109070605     HIGH CARD      Jh 5s 6s 7s 9s 0.0601
1109080302     HIGH CARD      Jh 2s 3s 8s 9s 0.0604
1109080402     HIGH CARD      Jh 2s 4s 8s 9s 0.0635
1109080403     HIGH CARD      Jh 3s 4s 8s 9s 0.0591
1109080502     HIGH CARD      Jh 2s 5s 8s 9s 0.063
1109080503     HIGH CARD      Jh 3s 5s 8s 9s 0.0605
1109080504     HIGH CARD      Jh 4s 5s 8s 9s 0.0598
1109080602     HIGH CARD      Jh 2s 6s 8s 9s 0.0607
1109080603     HIGH CARD      Jh 3s 6s 8s 9s 0.0625
1109080604     HIGH CARD      Jh 4s 6s 8s 9s 0.0595
1109080605     HIGH CARD      Jh 5s 6s 8s 9s 0.0625
1109080702     HIGH CARD      Jh 2s 7s 8s 9s 0.0629
1109080703     HIGH CARD      Jh 3s 7s 8s 9s 0.0602
1109080704     HIGH CARD      Jh 4s 7s 8s 9s 0.0636
1109080705     HIGH CARD      Jh 5s 7s 8s 9s 0.0653
1109080706     HIGH CARD      Jh 6s 7s 8s 9s 0.0615
1110040302     HIGH CARD      Jh 2s 3s 4s Ts 0.0636
1110050302     HIGH CARD      Jh 2s 3s 5s Ts 0.071
1110050402     HIGH CARD      Jh 2s 4s 5s Ts 0.0736
1110050403     HIGH CARD      Jh 3s 4s 5s Ts 0.0685
1110060302     HIGH CARD      Jh 2s 3s 6s Ts 0.0641
1110060402     HIGH CARD      Jh 2s 4s 6s Ts 0.069
1110060403     HIGH CARD      Jh 3s 4s 6s Ts 0.0722
1110060502     HIGH CARD      Jh 2s 5s 6s Ts 0.0698
1110060503     HIGH CARD      Jh 3s 5s 6s Ts 0.073
1110060504     HIGH CARD      Jh 4s 5s 6s Ts 0.0671
1110070302     HIGH CARD      Jh 2s 3s 7s Ts 0.0692
1110070402     HIGH CARD      Jh 2s 4s 7s Ts 0.0703
1110070403     HIGH CARD      Jh 3s 4s 7s Ts 0.0723
1110070502     HIGH CARD      Jh 2s 5s 7s Ts 0.068
1110070503     HIGH CARD      Jh 3s 5s 7s Ts 0.0712
1110070504     HIGH CARD      Jh 4s 5s 7s Ts 0.0705
1110070602     HIGH CARD      Jh 2s 6s 7s Ts 0.0743
1110070603     HIGH CARD      Jh 3s 6s 7s Ts 0.0729
1110070604     HIGH CARD      Jh 4s 6s 7s Ts 0.0732
1110070605     HIGH CARD      Jh 5s 6s 7s Ts 0.0747
1110080302     HIGH CARD      Jh 2s 3s 8s Ts 0.0719
1110080402     HIGH CARD      Jh 2s 4s 8s Ts 0.0728
1110080403     HIGH CARD      Jh 3s 4s 8s Ts 0.0731
1110080502     HIGH CARD      Jh 2s 5s 8s Ts 0.0743
1110080503     HIGH CARD      Jh 3s 5s 8s Ts 0.0709
1110080504     HIGH CARD      Jh 4s 5s 8s Ts 0.075
1110080602     HIGH CARD      Jh 2s 6s 8s Ts 0.0784
1110080603     HIGH CARD      Jh 3s 6s 8s Ts 0.0736
1110080604     HIGH CARD      Jh 4s 6s 8s Ts 0.0696
1110080605     HIGH CARD      Jh 5s 6s 8s Ts 0.0785
1110080702     HIGH CARD      Jh 2s 7s 8s Ts 0.071
1110080703     HIGH CARD      Jh 3s 7s 8s Ts 0.0749
1110080704     HIGH CARD      Jh 4s 7s 8s Ts 0.0758
1110080705     HIGH CARD      Jh 5s 7s 8s Ts 0.074
1110080706     HIGH CARD      Jh 6s 7s 8s Ts 0.0756
1110090302     HIGH CARD      Jh 2s 3s 9s Ts 0.0771
1110090402     HIGH CARD      Jh 2s 4s 9s Ts 0.0789
1110090403     HIGH CARD      Jh 3s 4s 9s Ts 0.0782
1110090502     HIGH CARD      Jh 2s 5s 9s Ts 0.0761
1110090503     HIGH CARD      Jh 3s 5s 9s Ts 0.0815
1110090504     HIGH CARD      Jh 4s 5s 9s Ts 0.0767
1110090602     HIGH CARD      Jh 2s 6s 9s Ts 0.0802
1110090603     HIGH CARD      Jh 3s 6s 9s Ts 0.0814
1110090604     HIGH CARD      Jh 4s 6s 9s Ts 0.0794
1110090605     HIGH CARD      Jh 5s 6s 9s Ts 0.0785
1110090702     HIGH CARD      Jh 2s 7s 9s Ts 0.0754
1110090703     HIGH CARD      Jh 3s 7s 9s Ts 0.0807
1110090704     HIGH CARD      Jh 4s 7s 9s Ts 0.0785
1110090705     HIGH CARD      Jh 5s 7s 9s Ts 0.087
1110090706     HIGH CARD      Jh 6s 7s 9s Ts 0.0824
1110090802     HIGH CARD      Jh 2s 8s 9s Ts 0.0783
1110090803     HIGH CARD      Jh 3s 8s 9s Ts 0.0862
1110090804     HIGH CARD      Jh 4s 8s 9s Ts 0.0812
1110090805     HIGH CARD      Jh 5s 8s 9s Ts 0.0856
1110090806     HIGH CARD      Jh 6s 8s 9s Ts 0.0822
1205040302     HIGH CARD      Qh 2s 3s 4s 5s 0.0938
1206040302     HIGH CARD      Qh 2s 3s 4s 6s 0.0947
1206050302     HIGH CARD      Qh 2s 3s 5s 6s 0.089
1206050402     HIGH CARD      Qh 2s 4s 5s 6s 0.0927
1206050403     HIGH CARD      Qh 3s 4s 5s 6s 0.0958
1207040302     HIGH CARD      Qh 2s 3s 4s 7s 0.1
1207050302     HIGH CARD      Qh 2s 3s 5s 7s 0.0954
1207050402     HIGH CARD      Qh 2s 4s 5s 7s 0.098
1207050403     HIGH CARD      Qh 3s 4s 5s 7s 0.0965
1207060302     HIGH CARD      Qh 2s 3s 6s 7s 0.0922
1207060402     HIGH CARD      Qh 2s 4s 6s 7s 0.0963
1207060403     HIGH CARD      Qh 3s 4s 6s 7s 0.0931
1207060502     HIGH CARD      Qh 2s 5s 6s 7s 0.0965
1207060503     HIGH CARD      Qh 3s 5s 6s 7s 0.1014
1207060504     HIGH CARD      Qh 4s 5s 6s 7s 0.0978
1208040302     HIGH CARD      Qh 2s 3s 4s 8s 0.0977
1208050302     HIGH CARD      Qh 2s 3s 5s 8s 0.0975
1208050402     HIGH CARD      Qh 2s 4s 5s 8s 0.0962
1208050403     HIGH CARD      Qh 3s 4s 5s 8s 0.1035
1208060302     HIGH CARD      Qh 2s 3s 6s 8s 0.1019
1208060402     HIGH CARD      Qh 2s 4s 6s 8s 0.101
1208060403     HIGH CARD      Qh 3s 4s 6s 8s 0.103
1208060502     HIGH CARD      Qh 2s 5s 6s 8s 0.1021
1208060503     HIGH CARD      Qh 3s 5s 6s 8s 0.1003
1208060504     HIGH CARD      Qh 4s 5s 6s 8s 0.1005
1208070302     HIGH CARD      Qh 2s 3s 7s 8s 0.0993
1208070402     HIGH CARD      Qh 2s 4s 7s 8s 0.1002
1208070403     HIGH CARD      Qh 3s 4s 7s 8s 0.1032
1208070502     HIGH CARD      Qh 2s 5s 7s 8s 0.0981
1208070503     HIGH CARD      Qh 3s 5s 7s 8s 0.1097
1208070504     HIGH CARD      Qh 4s 5s 7s 8s 0.1014
1208070602     HIGH CARD      Qh 2s 6s 7s 8s 0.1048
1208070603     HIGH CARD      Qh 3s 6s 7s 8s 0.0984
1208070604     HIGH CARD      Qh 4s 6s 7s 8s 0.1069
1208070605     HIGH CARD      Qh 5s 6s 7s 8s 0.1064
1209040302     HIGH CARD      Qh 2s 3s 4s 9s 0.1005
1209050302     HIGH CARD      Qh 2s 3s 5s 9s 0.1055
1209050402     HIGH CARD      Qh 2s 4s 5s 9s 0.1102
1209050403     HIGH CARD      Qh 3s 4s 5s 9s 0.1031
1209060302     HIGH CARD      Qh 2s 3s 6s 9s 0.1043
1209060402     HIGH CARD      Qh 2s 4s 6s 9s 0.1073
1209060403     HIGH CARD      Qh 3s 4s 6s 9s 0.106
1209060502     HIGH CARD      Qh 2s 5s 6s 9s 0.1059
1209060503     HIGH CARD      Qh 3s 5s 6s 9s 0.1024
1209060504     HIGH CARD      Qh 4s 5s 6s 9s 0.1058
1209070302     HIGH CARD      Qh 2s 3s 7s 9s 0.1116
1209070402     HIGH CARD      Qh 2s 4s 7s 9s 0.1121
1209070403     HIGH CARD      Qh 3s 4s 7s 9s 0.1132
1209070502     HIGH CARD      Qh 2s 5s 7s 9s 0.106
1209070503     HIGH CARD      Qh 3s 5s 7s 9s 0.1142
1209070504     HIGH CARD      Qh 4s 5s 7s 9s 0.1152
1209070602     HIGH CARD      Qh 2s 6s 7s 9s 0.1118
1209070603     HIGH CARD      Qh 3s 6s 7s 9s 0.1107
1209070604     HIGH CARD      Qh 4s 6s 7s 9s 0.1097
1209070605     HIGH CARD      Qh 5s 6s 7s 9s 0.1078
1209080302     HIGH CARD      Qh 2s 3s 8s 9s 0.1069
1209080402     HIGH CARD      Qh 2s 4s 8s 9s 0.1144
1209080403     HIGH CARD      Qh 3s 4s 8s 9s 0.1053
1209080502     HIGH CARD      Qh 2s 5s 8s 9s 0.1133
1209080503     HIGH CARD      Qh 3s 5s 8s 9s 0.1134
1209080504     HIGH CARD      Qh 4s 5s 8s 9s 0.1097
1209080602     HIGH CARD      Qh 2s 6s 8s 9s 0.1114
1209080603     HIGH CARD      Qh 3s 6s 8s 9s 0.1093
1209080604     HIGH CARD      Qh 4s 6s 8s 9s 0.1119
1209080605     HIGH CARD      Qh 5s 6s 8s 9s 0.1179
1209080702     HIGH CARD      Qh 2s 7s 8s 9s 0.1107
1209080703     HIGH CARD      Qh 3s 7s 8s 9s 0.1149
1209080704     HIGH CARD      Qh 4s 7s 8s 9s 0.1164
1209080705     HIGH CARD      Qh 5s 7s 8s 9s 0.1149
1209080706     HIGH CARD      Qh 6s 7s 8s 9s 0.1164
1210040302     HIGH CARD      Qh 2s 3s 4s Ts 0.1237
1210050302     HIGH CARD      Qh 2s 3s 5s Ts 0.1206
1210050402     HIGH CARD      Qh 2s 4s 5s Ts 0.1199
1210050403     HIGH CARD      Qh 3s 4s 5s Ts 0.1192
1210060302     HIGH CARD      Qh 2s 3s 6s Ts 0.1172
1210060402     HIGH CARD      Qh 2s 4s 6s Ts 0.1259
1210060403     HIGH CARD      Qh 3s 4s 6s Ts 0.1206
1210060502     HIGH CARD      Qh 2s 5s 6s Ts 0.1167
1210060503     HIGH CARD      Qh 3s 5s 6s Ts 0.1184
1210060504     HIGH CARD      Qh 4s 5s 6s Ts 0.1208
1210070302     HIGH CARD      Qh 2s 3s 7s Ts 0.1175
1210070402     HIGH CARD      Qh 2s 4s 7s Ts 0.1209
1210070403     HIGH CARD      Qh 3s 4s 7s Ts 0.12
1210070502     HIGH CARD      Qh 2s 5s 7s Ts 0.1237
1210070503     HIGH CARD      Qh 3s 5s 7s Ts 0.1233
1210070504     HIGH CARD      Qh 4s 5s 7s Ts 0.1215
1210070602     HIGH CARD      Qh 2s 6s 7s Ts 0.1244
1210070603     HIGH CARD      Qh 3s 6s 7s Ts 0.1251
1210070604     HIGH CARD      Qh 4s 6s 7s Ts 0.1273
1210070605     HIGH CARD      Qh 5s 6s 7s Ts 0.1225
1210080302     HIGH CARD      Qh 2s 3s 8s Ts 0.1208
1210080402     HIGH CARD      Qh 2s 4s 8s Ts 0.1212
1210080403     HIGH CARD      Qh 3s 4s 8s Ts 0.1243
1210080502     HIGH CARD      Qh 2s 5s 8s Ts 0.1219
1210080503     HIGH CARD      Qh 3s 5s 8s Ts 0.1186
1210080504     HIGH CARD      Qh 4s 5s 8s Ts 0.125
1210080602     HIGH CARD      Qh 2s 6s 8s Ts 0.1209
1210080603     HIGH CARD      Qh 3s 6s 8s Ts 0.1284
1210080604     HIGH CARD      Qh 4s 6s 8s Ts 0.124
1210080605     HIGH CARD      Qh 5s 6s 8s Ts 0.1269
1210080702     HIGH CARD      Qh 2s 7s 8s Ts 0.1217
1210080703     HIGH CARD      Qh 3s 7s 8s Ts 0.1205
1210080704     HIGH CARD      Qh 4s 7s 8s Ts 0.1265
1210080705     HIGH CARD      Qh 5s 7s 8s Ts 0.1224
1210080706     HIGH CARD      Qh 6s 7s 8s Ts 0.1228
1210090302     HIGH CARD      Qh 2s 3s 9s Ts 0.1309
1210090402     HIGH CARD      Qh 2s 4s 9s Ts 0.1288
1210090403     HIGH CARD      Qh 3s 4s 9s Ts 0.1286
1210090502     HIGH CARD      Qh 2s 5s 9s Ts 0.126
1210090503     HIGH CARD      Qh 3s 5s 9s Ts 0.1227
1210090504     HIGH CARD      Qh 4s 5s 9s Ts 0.1308
1210090602     HIGH CARD      Qh 2s 6s 9s Ts 0.1253
1210090603     HIGH CARD      Qh 3s 6s 9s Ts 0.1295
1210090604     HIGH CARD      Qh 4s 6s 9s Ts 0.1343
1210090605     HIGH CARD      Qh 5s 6s 9s Ts 0.1302
1210090702     HIGH CARD      Qh 2s 7s 9s Ts 0.1361
1210090703     HIGH CARD      Qh 3s 7s 9s Ts 0.1358
1210090704     HIGH CARD      Qh 4s 7s 9s Ts 0.1354
1210090705     HIGH CARD      Qh 5s 7s 9s Ts 0.1307
1210090706     HIGH CARD      Qh 6s 7s 9s Ts 0.1354
1210090802     HIGH CARD      Qh 2s 8s 9s Ts 0.1254
1210090803     HIGH CARD      Qh 3s 8s 9s Ts 0.1329
1210090804     HIGH CARD      Qh 4s 8s 9s Ts 0.1366
1210090805     HIGH CARD      Qh 5s 8s 9s Ts 0.1354
1210090806     HIGH CARD      Qh 6s 8s 9s Ts 0.1327
1210090807     HIGH CARD      Qh 7s 8s 9s Ts 0.1306
1211040302     HIGH CARD      Qh 2s 3s 4s Js 0.1255
1211050302     HIGH CARD      Qh 2s 3s 5s Js 0.1373
1211050402     HIGH CARD      Qh 2s 4s 5s Js 0.1354
1211050403     HIGH CARD      Qh 3s 4s 5s Js 0.1363
1211060302     HIGH CARD      Qh 2s 3s 6s Js 0.1406
1211060402     HIGH CARD      Qh 2s 4s 6s Js 0.1375
1211060403     HIGH CARD      Qh 3s 4s 6s Js 0.1427
1211060502     HIGH CARD      Qh 2s 5s 6s Js 0.1343
1211060503     HIGH CARD      Qh 3s 5s 6s Js 0.142
1211060504     HIGH CARD      Qh 4s 5s 6s Js 0.1408
1211070302     HIGH CARD      Qh 2s 3s 7s Js 0.1485
1211070402     HIGH CARD      Qh 2s 4s 7s Js 0.143
1211070403     HIGH CARD      Qh 3s 4s 7s Js 0.1358
1211070502     HIGH CARD      Qh 2s 5s 7s Js 0.1532
1211070503     HIGH CARD      Qh 3s 5s 7s Js 0.1486
1211070504     HIGH CARD      Qh 4s 5s 7s Js 0.1444
1211070602     HIGH CARD      Qh 2s 6s 7s Js 0.1438
1211070603     HIGH CARD      Qh 3s 6s 7s Js 0.1395
1211070604     HIGH CARD      Qh 4s 6s 7s Js 0.1424
1211070605     HIGH CARD      Qh 5s 6s 7s Js 0.1457
1211080302     HIGH CARD      Qh 2s 3s 8s Js 0.1422
1211080402     HIGH CARD      Qh 2s 4s 8s Js 0.1464
1211080403     HIGH CARD      Qh 3s 4s 8s Js 0.1436
1211080502     HIGH CARD      Qh 2s 5s 8s Js 0.1444
1211080503     HIGH CARD      Qh 3s 5s 8s Js 0.1428
1211080504     HIGH CARD      Qh 4s 5s 8s Js 0.1348
1211080602     HIGH CARD      Qh 2s 6s 8s Js 0.1458
1211080603     HIGH CARD      Qh 3s 6s 8s Js 0.1505
1211080604     HIGH CARD      Qh 4s 6s 8s Js 0.1441
1211080605     HIGH CARD      Qh 5s 6s 8s Js 0.149
1211080702     HIGH CARD      Qh 2s 7s 8s Js 0.1476
1211080703     HIGH CARD      Qh 3s 7s 8s Js 0.1474
1211080704     HIGH CARD      Qh 4s 7s 8s Js 0.1459
1211080705     HIGH CARD      Qh 5s 7s 8s Js 0.1481
1211080706     HIGH CARD      Qh 6s 7s 8s Js 0.1473
1211090302     HIGH CARD      Qh 2s 3s 9s Js 0.1448
1211090402     HIGH CARD      Qh 2s 4s 9s Js 0.1489
1211090403     HIGH CARD      Qh 3s 4s 9s Js 0.1482
1211090502     HIGH CARD      Qh 2s 5s 9s Js 0.152
1211090503     HIGH CARD      Qh 3s 5s 9s Js 0.1513
1211090504     HIGH CARD      Qh 4s 5s 9s Js 0.1469
1211090602     HIGH CARD      Qh 2s 6s 9s Js 0.1442
1211090603     HIGH CARD      Qh 3s 6s 9s Js 0.1489
1211090604     HIGH CARD      Qh 4s 6s 9s Js 0.1567
1211090605     HIGH CARD      Qh 5s 6s 9s Js 0.1463
1211090702     HIGH CARD      Qh 2s 7s 9s Js 0.1456
1211090703     HIGH CARD      Qh 3s 7s 9s Js 0.1536
